sentence	label
hart 's war seems to want to be a character study , but apparently ca n't quite decide which character .	0
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .	0
without shakespeare 's eloquent language , the update is dreary and sluggish .	0
you live the mood rather than savour the story .	1
there 's not one decent performance from the cast and not one clever line of dialogue .	0
never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .	0
the movie is ... very funny as you peek at it through the fingers in front of your eyes .	1
for something as splendid-looking as this particular film , the viewer expects something special but instead gets (sci-fi) rehash .	0
the film is strictly routine .	0
the movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . ''	0
contrived pastiche of caper clichés .	0
the re-release of ron howard 's apollo 13 in the imax format proves absolutely that really , really , really good things can come in enormous packages .	1
the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a `` dungeons and dragons '' fantasy with modern military weaponry ...	0
this is a gorgeous film - vivid with color , music and life .	1
this is an exercise in chilling style , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery .	1
the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon\/bourne or his predicament .	0
there is simply not enough of interest onscreen to sustain its seventy-minute running time .	0
no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .	0
clare peploe 's airless movie adaptation could use a little american pie-like irreverence .	0
the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .	0
ice cube is n't quite out of ripe screwball ideas , but friday after next spreads them pretty thin .	0
there is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .	1
a cockeyed shot all the way .	0
the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror\/action hybrid .	0
any rock pile will do for a set .	0
for devotees of french cinema , safe conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .	1
high crimes carries almost no organic intrigue as a government \/ marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .	0
the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrman 's posthumously published cult novel .	1
while the story is better-focused than the incomprehensible anne rice novel it 's based upon , queen of the damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .	0
delirious fun .	1
the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .	0
unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck .	1
raimi and his team could n't have done any better in bringing the story of spider-man to the big screen .	1
a reworking of die hard and cliffhanger but it 's nowhere near as exciting as either .	0
translation : ` we do n't need to try very hard . '	0
marinated in clichés and mawkish dialogue .	0
i 'm convinced i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking .	0
the modern-day characters are nowhere near as vivid as the 19th-century ones .	0
like mike is a slight and uninventive movie : like the exalted michael jordan referred to in the title , many can aspire but none can equal .	0
smaller numbered kidlets will enjoy .	1
leigh is n't breaking new ground , but he knows how a daily grind can kill love .	1
there 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .	1
the imax screen enhances the personal touch of manual animation .	1
more intellectually scary than dramatically involving .	0
you can taste it , but there 's no fizz .	0
despite some comic sparks , welcome to collinwood never catches fire .	0
never again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .	1
the film 's unhurried pace is actually one of its strengths .	1
yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so i did n't .	0
ou 've got to love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane .	1
a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters .	1
the fetid underbelly of fame has never looked uglier .	0
(the kid 's) just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow .	0
with flashbulb editing as cover for the absence of narrative continuity , undisputed is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins .	0
stay away .	0
not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .	1
` opening up ' the play more has partly closed it down .	0
the movie , like bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .	0
what might have been acceptable on the printed page of iles ' book does not translate well to the screen .	0
if mostly martha is mostly unsurprising , it 's still a sweet , even delectable diversion .	1
unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party .	0
with a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard .	0
criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes my big fat greek wedding look like an apartheid drama .	1
the director seems to take an unseemly pleasure in (the characters ') misery and at the same time to congratulate himself for having the guts to confront it .	0
an edgy thriller that delivers a surprising punch .	1
an entertaining documentary that freshly considers arguments the bard 's immortal plays were written by somebody else .	1
there 's some outrageously creative action in the transporter ... (b) ut by the time frank parachutes down onto a moving truck , it 's just another cartoon with an unstoppable superman .	0
